target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1
0.937,0.7368421052631579,0.875,0.9391952522255195,0.747,0.5333333333333333,0.15503875968992248,0.6913689045974588,0.742,0.001,0.001,0.632105625717566
1.0,1.0,1.0,1.0,0.997,0.9680851063829787,1.0,0.9970218449854814,0.997,0.9680851063829787,1.0,0.9970218449854814
0.891,0.9809264305177112,0.7792207792207793,0.8891759581935373,0.701,0.9102564102564102,0.19559228650137742,0.6317143729846012,0.694,0.8607594936708861,0.18732782369146006,0.623581909746223
0.986,0.9831460674157303,0.9776536312849162,0.9859912786265362,0.09,0.2114695340501792,0.0787716955941255,0.10198499623704986,0.031,0.001,0.001,0.015094083414161009
0.999,1.0,0.9966996699669967,0.9989995319766581,0.34,0.35555555555555557,0.8682170542635659,0.2025845606085127,0.341,0.3559322033898305,0.8682170542635659,0.20455286212755733
0.895,0.9676966292134831,0.893644617380026,0.8989026243265064,0.538,0.001,0.001,0.5974668400520157,0.534,0.03757225433526012,0.08904109589041095,0.5978135903905458
1.0,1.0,1.0,1.0,0.63,0.502906976744186,0.9251336898395722,0.6227690442059277,0.284,0.001,0.001,0.2769221183800623
0.995,1.0,0.957983193277311,0.9949534260682857,0.906,0.8453237410071942,0.8216783216783217,0.9055951717734448,0.676,0.10416666666666667,0.017482517482517484,0.5837057313943542
0.999,1.0,0.9986772486772487,0.9990006915882031,0.977,0.9633757961783439,1.0,0.9768696673719562,0.969,0.9629032258064516,0.9867768595041322,0.9688897959183674
0.991,0.9894419306184012,0.9969604863221885,0.9909838955849711,0.827,0.8408602150537634,0.7979591836734694,0.8268049800846713,0.887,0.8136439267886856,0.9979591836734694,0.8858490560330095
1.0,1.0,1.0,1.0,0.648,0.6282998944033791,1.0,0.5529100187472743,0.999,1.0,0.9983193277310924,0.9990001960013647
0.988,1.0,0.9786856127886323,0.9880166321514401,0.519,0.6127819548872181,0.7397881996974282,0.48067997602997015,0.373,0.5265625,0.5098335854765507,0.37735811673423875
0.992,0.9851576994434137,1.0,0.9919954979399056,0.798,0.7426751592356687,1.0,0.7806320971204381,0.798,0.7426751592356687,1.0,0.7806320971204381
1.0,1.0,1.0,1.0,0.694,0.694,1.0,0.5686375442739079,0.131,0.001,0.001,0.07088594164456233
0.859,1.0,0.38961038961038963,0.8339531986663179,0.372,0.36427320490367776,0.4397463002114165,0.36928681126661217,0.447,0.001,0.001,0.32559640635798204
0.983,0.9760900140646976,1.0,0.9828599898322319,0.631,0.631,1.0,0.48824156958920906,0.905,0.8839541547277937,0.9778129952456418,0.9026517366239084
0.926,0.9533678756476683,0.8679245283018868,0.9254457101359062,0.251,0.8122866894197952,0.2553648068669528,0.364429861751152,0.254,0.7980769230769231,0.26716738197424894,0.3739991493560625
0.989,1.0,0.9727722772277227,0.9889743812780887,0.711,0.001,0.001,0.5909070718877849,0.09,0.001,0.001,0.11741284403669723
0.989,0.988,0.9973082099596231,0.9889498501223989,0.981,0.8706896551724138,0.9619047619047619,0.9814141098130782,0.105,0.105,1.0,0.01995475113122172
0.994,1.0,0.9814814814814815,0.9939852174032732,0.755,0.7545090180360722,1.0,0.6516080770827456,0.251,1.0,0.005312084993359893,0.10612184693995755
0.913,0.993421052631579,0.6371308016877637,0.9057900168986036,0.016,0.013986013986013986,0.010582010582010581,0.015456823309172947,0.065,0.015789473684210527,0.010582010582010581,0.05570711127557308
1.0,1.0,1.0,1.0,0.478,0.001,0.001,0.30917997293640054,0.478,0.001,0.001,0.30917997293640054
0.991,0.9863842662632375,1.0,0.9909718934271661,0.495,0.6034255599472991,0.6918429003021148,0.4699347196445132,0.717,0.7160775370581528,0.9486404833836858,0.6707752984936833
1.0,1.0,1.0,1.0,0.516,0.001,0.001,0.4104854881266491,0.913,0.8202479338842975,1.0,0.9139136491861247
0.932,0.9304635761589404,0.95578231292517,0.9317831085121934,0.853,0.1171875,0.30612244897959184,0.8826199503519064,0.008,0.008342022940563087,0.16326530612244897,0.001
0.994,0.9906976744186047,1.0,0.9939888790267843,0.61,0.61,1.0,0.4622360248447205,0.5,0.6108870967741935,0.4967213114754098,0.5061106593686664
0.997,0.9955555555555555,0.9911504424778761,0.9969976424243379,0.94,0.8453038674033149,0.827027027027027,0.9397455705600257,0.756,0.42048517520215634,0.8432432432432433,0.7810982681998446
0.997,1.0,0.9901960784313726,0.9969958459201127,0.131,0.14742857142857144,0.5119047619047619,0.061116703307649074,0.304,0.01948051948051948,0.03571428571428571,0.34952556948129176
0.885,0.8222565687789799,1.0,0.8825543643894008,0.21,0.1723202170963365,0.41368078175895767,0.19502420686448965,0.13,0.15712545676004872,0.4201954397394137,0.0718075346476674
0.81,0.805019305019305,0.8241106719367589,0.8099452484631147,0.594,0.001,0.001,0.4427051442910916,0.042,0.038461538461538464,0.05665024630541872,0.04126424422790766
0.745,0.729936305732484,0.9301948051948052,0.7244076315629547,0.077,0.08353510895883777,0.2936170212765957,0.04360064801124986,0.235,0.235,1.0,0.0894331983805668
0.992,1.0,0.9562841530054644,0.9919301029538852,0.256,0.26403326403326405,0.8758620689655172,0.12146452307324324,0.71,0.001,0.001,0.5895906432748538
1.0,1.0,1.0,1.0,0.332,0.332,1.0,0.1655015015015015,0.668,0.001,0.001,0.5350407673860912
0.895,0.7178770949720671,0.9846743295019157,0.8995394337413245,0.098,0.10208333333333333,0.7101449275362319,0.024633879781420766,0.862,0.001,0.001,0.7981138560687433
0.977,0.9551656920077972,1.0,0.9769984129857169,0.136,0.136,1.0,0.03256338028169014,0.123,0.12462006079027356,0.9044117647058824,0.029791629563668747
1.0,1.0,1.0,1.0,0.733,0.9074550128534704,0.6044520547945206,0.7315932194569841,0.447,0.5313131313131313,0.4503424657534247,0.45091256129504237
0.999,1.0,0.9981916817359855,0.9990001061705301,0.639,0.9836065573770492,0.14285714285714285,0.5469410201207436,0.985,0.9742388758782201,0.9904761904761905,0.9850164500799208
0.885,0.988599348534202,0.848951048951049,0.8892851656108881,0.216,0.11358024691358025,0.5822784810126582,0.2323741431225575,0.768,0.32547169811320753,0.43670886075949367,0.7810867849444537
0.968,1.0,0.8024691358024691,0.9665463411504284,0.96,0.96,1.0,0.9404081632653062,0.001,0.001,0.001,0.001
0.994,0.9965986394557823,0.9832214765100671,0.9939882524570024,0.452,1.0,0.010830324909747292,0.2881436507936508,0.721,1.0,0.4963898916967509,0.7072882435290324
1.0,1.0,1.0,1.0,0.355,0.21782178217821782,0.43564356435643564,0.3729330889092576,0.697,0.001,0.001,0.5725503830288744
0.975,0.9661764705882353,0.9969650986342944,0.9747989162549332,0.494,0.7037037037037037,0.0367504835589942,0.351258201357466,0.344,0.013986013986013986,0.0038684719535783366,0.24967960199004977
0.888,0.8549382716049383,0.8099415204678363,0.887242108675392,0.237,0.09523809523809523,0.10344827586206896,0.241183803659874,0.426,0.08,0.03940886699507389,0.37085070860027186
0.998,0.9946524064171123,1.0,0.9980010860688158,0.737,1.0,0.5269784172661871,0.7263117788700153,0.738,0.9966216216216216,0.5305755395683454,0.7276924637254422
0.954,0.001,0.001,0.9315414534288639,0.505,0.001,0.001,0.33890365448504983,0.505,0.001,0.001,0.33890365448504983
0.88,0.8481012658227848,1.0,0.8715981735159817,0.545,0.001,0.001,0.5227766990291262,0.269,0.26161616161616164,1.0,0.12714922084138683
0.895,0.7988394584139265,0.9975845410628019,0.8957498048207517,0.029,0.029,1.0,0.001634596695821186,0.029,0.029,1.0,0.001634596695821186
0.98,0.9439775910364145,1.0,0.9801350450812256,0.327,0.3449367088607595,0.862796833773087,0.1867867370007536,0.703,0.6314102564102564,0.5197889182058048,0.6962021427963371
0.999,0.9975369458128078,1.0,0.9990001960013647,0.47,0.5249433106575964,0.8066202090592335,0.3760209276018099,0.341,0.39759036144578314,0.2874564459930314,0.33984726951961186
0.853,0.9448818897637795,0.46153846153846156,0.833800756450737,0.852,0.9728506787330317,0.7597173144876325,0.8521468253968254,0.448,0.8888888888888888,0.028268551236749116,0.29582725795217096
0.995,0.9889196675900277,0.9972067039106145,0.9950045763534443,0.915,0.9270516717325228,0.9859913793103449,0.8868093994778067,0.002,0.02702702702702703,0.0021551724137931034,0.003704590818363273
0.999,0.99880810488677,1.0,0.9989987501638448,0.223,0.22367101303911735,0.9867256637168141,0.08241700735895338,0.161,0.17219251336898395,0.7123893805309734,0.06268044788975022
0.976,1.0,0.8723404255319149,0.9753565754633714,0.079,0.001,0.001,0.02167191844300278,0.079,0.001,0.001,0.02167191844300278
0.823,0.7697478991596639,0.9196787148594378,0.8213893525098578,0.481,0.4536842105263158,1.0,0.3609463513012392,0.579,0.5078864353312302,0.7470997679814385,0.5734213351409706
0.99,0.9829059829059829,1.0,0.9899835796387519,0.292,0.9782608695652174,0.20361990950226244,0.3258573564160679,0.341,0.89198606271777,0.2895927601809955,0.4103017865402227
0.992,0.9941775836972343,0.9941775836972343,0.992,0.127,0.13799283154121864,0.16417910447761194,0.12490065057426863,0.127,0.13799283154121864,0.16417910447761194,0.12490065057426863
0.96,0.949748743718593,1.0,0.9587297496318115,0.744,0.6862745098039216,1.0,0.7153011329755515,0.744,0.6862745098039216,1.0,0.7153011329755515
0.994,0.975103734439834,1.0,0.9940260041024284,0.612,0.5299479166666666,0.9377880184331797,0.5847088269759256,0.625,0.5907692307692308,0.4423963133640553,0.6145416962605065
0.987,0.9878787878787879,0.9858870967741935,0.9869998829905222,0.41,0.41,1.0,0.23843971631205674,0.136,0.054901960784313725,0.06829268292682927,0.14295652173913045
0.807,0.9101123595505618,0.668041237113402,0.8029387033596349,0.785,0.717037037037037,0.952755905511811,0.778201717311029,0.729,0.7463617463617463,0.7066929133858267,0.7289195032598943
1.0,1.0,1.0,1.0,0.414,0.42548818088386436,0.9387755102040817,0.2582376237623763,0.257,0.13349514563106796,0.12471655328798185,0.2537626347748497
0.994,0.9919893190921228,1.0,0.9939766312722975,0.222,0.3014256619144603,0.2538593481989708,0.22732578801517106,0.253,0.342911877394636,0.307032590051458,0.2578378725448065
0.953,0.9636363636363636,0.9318681318681319,0.9529251497762835,0.018,0.001,0.001,0.027088408644400788,0.72,0.001,0.001,0.6413023255813954
0.977,0.9973474801061007,0.9447236180904522,0.9768855299539171,0.724,0.6562889165628891,1.0,0.6957898327909324,0.893,1.0,0.7969639468690702,0.8923914937058197
0.996,1.0,0.9895287958115183,0.9959959252971137,0.199,0.199,1.0,0.06605671392827357,0.085,0.03984575835475578,0.15577889447236182,0.09719150430577773
0.942,0.9119804400977995,0.9443037974683545,0.9421655102414349,0.825,0.9832826747720365,0.7977805178791615,0.8410985219969771,0.773,0.9866666666666667,0.7299630086313194,0.7966868781427517
0.995,1.0,0.9375,0.9949261299064603,0.674,0.6682464454976303,0.6025641025641025,0.6723302358538312,0.182,0.016574585635359115,0.01282051282051282,0.1668209659149418
1.0,1.0,1.0,1.0,0.57,0.6280487804878049,0.21822033898305085,0.5144288902414282,0.201,0.001,0.001,0.17673272273105747
1.0,1.0,1.0,1.0,0.039,0.08478260869565217,0.06735751295336788,0.043466794995187685,0.421,0.5,0.0017271157167530224,0.2512108743036174
0.892,0.8884758364312267,0.908745247148289,0.8919167148640832,0.833,0.9423558897243107,0.7230769230769231,0.8313524232489362,0.109,0.15837937384898712,0.16538461538461538,0.10770379636778374
0.962,0.9959016393442623,0.9310344827586207,0.9620129212921292,0.444,0.4496439471007121,0.9671772428884027,0.2844257936507936,0.933,1.0,0.8533916849015317,0.932296719916526
0.949,0.9384800965018094,1.0,0.9465001116299397,0.176,0.12339055793991416,0.9426229508196722,0.13985283486647063,0.111,0.05970149253731343,0.4262295081967213,0.11566125540151466
1.0,1.0,1.0,1.0,0.664,0.5785876993166287,0.6271604938271605,0.6658265960412602,0.595,0.001,0.001,0.44391849529780564
0.995,0.9899598393574297,1.0,0.9950002250182265,0.924,0.9946524064171123,0.7126436781609196,0.9195350699558175,0.024,0.02774108322324967,0.08045977011494253,0.015283447837099217
0.839,0.9768637532133676,0.7142857142857143,0.8371697604751253,0.556,0.966542750929368,0.5496828752642706,0.6704998432896634,0.574,1.0,0.5496828752642706,0.6820263960635834
1.0,1.0,1.0,1.0,0.393,0.393,1.0,0.22175017946877248,0.825,0.9954545454545455,0.5572519083969466,0.8112197155831768
0.936,0.9419354838709677,0.863905325443787,0.9352800058441084,0.915,1.0,0.5933014354066986,0.9063187182383343,0.901,1.0,0.5263157894736842,0.8885531600648218
0.86,1.0,0.7033898305084746,0.8560049252067422,0.627,0.7059701492537314,0.7288135593220338,0.6242181935988084,0.628,0.7070254110612855,0.7288135593220338,0.6253679128155608
