target_mae,target_mse,target_rmse,aug_target_mae,aug_target_mse,aug_target_rmse
41.84559355641355,2330.7340603892767,48.277676625841025,21.993726559889115,736.0214601747559,27.129715445886195
42.07648719252459,2231.1558468461576,47.235112436048645,23.13435217850035,824.7895042426682,28.719148738127114
42.48900823040792,2275.737579551445,47.70469137885125,24.920758715713436,1020.740566939838,31.949030766829814
40.57992537605627,2017.9282185368384,44.921355929411106,25.041069847890345,1011.2350607094465,31.79992233810401
41.96377965795734,2144.5738584389956,46.30954392389322,24.166508117015084,1043.8460484290267,32.308606414220755
39.06310614936661,1998.306403616575,44.702420556571376,20.64065342495702,726.8726780069886,26.960576366372226
40.307718209419114,2083.8018046960365,45.648678016959444,21.653142274810797,742.2839112649384,27.244887800556977
43.688313552032035,2313.3535455780275,48.09733407973905,24.897938303621064,961.1690892619138,31.002727126204782
41.137340036499275,2161.8547408304457,46.49574970715545,21.86023176816171,793.9669845972217,28.177419764719794
40.482021006204384,2101.9029349857547,45.84651497099594,21.336286747297112,713.4288610571227,26.710089124844245
43.172070078636445,2297.0090029831726,47.927121789057736,25.859299997333622,1025.6658320936372,32.02601804929294
40.63745635837718,2087.762993619205,45.69204518971771,22.80627878503769,841.2137896060495,29.003685793465106
42.27297292350026,2361.1407012190293,48.59157026912209,21.86796508339487,826.1276060057835,28.742435631062715
42.7063521338184,2333.6973892658007,48.308357343898585,23.498739983235154,931.905654651263,30.52712981351609
43.5087642778163,2399.5039503867333,48.98473180886809,24.211647566036476,927.0378476159934,30.447296228335176
41.88808121827606,2187.145171498176,46.76692390459496,23.564300322249125,878.7872728229502,29.644346388863934
42.70123129641239,2283.051395319535,47.78128708312005,24.4956703919764,970.6972049937831,31.156013945846524
39.70864234145225,2058.393293315334,45.36951943006818,22.096833293329464,812.1382952329998,28.498040199862864
39.440260825731144,1980.8503238809715,44.50674470101101,23.827319167529385,903.6535252041398,30.0608304144137
40.88606183008516,2324.75141026162,48.215675980552426,20.155571373690538,690.5418130933663,26.27816228531528
42.34648345427929,2282.443591861358,47.77492639305013,23.794996431627254,923.6502153288877,30.391614227100337
40.14130867015814,2089.65693152067,45.712765520373736,21.385518701686834,769.4678932151903,27.73928429529483
39.7938077545351,2111.813373266122,45.95447065592337,20.706397191643845,710.1179243646069,26.648037908345277
40.437349931345416,2132.226807159373,46.17604148429544,22.23837391404816,740.8752965998401,27.219024534318642
39.27549734992227,1950.3509658347,44.162778058390984,22.369783601498867,765.3665127158588,27.665258226083104
40.712890462379335,2075.657876839729,45.55938845989626,23.188724207961226,877.4478290637796,29.621745881426023
41.4111410927863,2167.3467923753096,46.554771961371586,23.64386540318894,858.4557717205157,29.29941589384532
40.43554340225712,2119.906474714307,46.04244210198137,22.556823189251563,840.7599539287834,28.995860979263632
40.991277633742484,2101.48647041899,45.841972802432814,23.621315564334893,843.9533342228256,29.05087493041863
38.88972185696962,1951.9183169744463,44.18051965487104,21.933586161967085,751.3866902705641,27.411433568322618
39.30465964221701,1953.8728772186535,44.20263427917677,22.69362920854115,785.010504400144,28.018038910675816
42.26039123940342,2333.8626636525323,48.31006793260109,22.696167646253983,832.8528055878847,28.859189274612078
