target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1
0.995,0.985632183908046,1.0,0.9950085404507811,0.488,0.4562334217506631,0.35908141962421714,0.4803205019279786,0.425,0.3471337579617834,0.22755741127348644,0.40448168575282273
0.884,0.6855123674911661,0.8778280542986425,0.8887311773194126,0.114,0.08970099667774087,0.04225352112676056,0.09596700120433561,0.093,0.001,0.001,0.061432753888380605
1.0,1.0,1.0,1.0,0.74,0.9340490797546013,0.7372881355932204,0.7680288678394227,0.611,0.7790549169859514,0.738498789346247,0.6271920765387788
0.935,0.9900744416873449,0.8673913043478261,0.9344827059071716,0.888,0.8408104196816208,0.9965694682675815,0.8844166742348561,0.906,0.8632986627043091,0.9965694682675815,0.9036823505239368
0.935,0.8418491484184915,1.0,0.9360911035750002,0.089,0.001,0.001,0.08025528007346189,0.132,0.001,0.001,0.11450883392226148
0.841,0.8164383561643835,0.9597423510466989,0.834062057552529,0.6,0.416796267496112,0.9146757679180887,0.6089968511021143,0.6,0.416796267496112,0.9146757679180887,0.6089968511021143
1.0,1.0,1.0,1.0,0.11,0.22,0.18032786885245902,0.1209009009009009,0.171,0.3048128342245989,0.28032786885245903,0.17815542271562765
0.96,0.9628482972136223,0.9749216300940439,0.9599011469047496,0.173,0.0755813953488372,0.048598130841121495,0.15360321466592378,0.172,0.0728862973760933,0.04672897196261682,0.15231189017334001
0.988,0.9915254237288136,0.9590163934426229,0.9879315789473684,0.521,0.09497206703910614,0.05089820359281437,0.4736011462565103,0.579,0.14049586776859505,0.05089820359281437,0.5094786301077563
0.976,0.9663865546218487,1.0,0.9757219067286181,0.228,0.5407407407407407,0.2720496894409938,0.2958397321895595,0.228,0.5407407407407407,0.2720496894409938,0.2958397321895595
0.822,0.6182572614107884,0.6340425531914894,0.8227714550387083,0.423,0.11702127659574468,0.02178217821782178,0.30968248293908834,0.966,0.9978858350951374,0.9346534653465347,0.9659760524093661
0.912,0.9699570815450643,0.8593155893536122,0.9119577572964669,0.517,0.7666666666666667,0.38391502276176026,0.5152518114691879,0.57,0.9133574007220217,0.38391502276176026,0.5594441231283337
0.915,0.8058252427184466,0.7867298578199052,0.914624646460974,0.364,0.05263157894736842,0.04899135446685879,0.3583473010885423,0.457,0.08823529411764706,0.06051873198847262,0.42732695478843885
0.989,0.9815837937384899,0.99812734082397,0.9889923315336631,0.227,0.05432098765432099,0.05339805825242718,0.22597547674056478,0.231,0.001,0.001,0.22067912266450043
0.998,0.9987819732034104,0.9987819732034104,0.998,0.129,0.15504807692307693,0.43434343434343436,0.06787068201948626,0.297,0.297,1.0,0.13602004626060138
1.0,1.0,1.0,1.0,0.86,1.0,0.6508728179551122,0.8525207393458243,0.858,1.0,0.6458852867830424,0.8502481230212573
0.988,0.9733333333333334,0.9945504087193461,0.9880265342240925,0.044,0.1891891891891892,0.05134474327628362,0.0668275641025641,0.002,0.001,0.001,0.001
0.971,0.9633152173913043,0.9971870604781997,0.9705950029430475,0.301,0.3424657534246575,0.7092198581560284,0.19702728204182082,0.423,0.423,1.0,0.2514813773717498
0.977,0.9775280898876404,0.9793621013133208,0.976998452051258,0.778,0.44080604534005036,1.0,0.8038241170594113,0.722,0.3489736070381232,0.68,0.7511685367433504
0.982,0.9761431411530815,0.9879275653923542,0.982,0.545,0.001,0.001,0.4980841423948221,0.004,0.0014204545454545455,0.003401360544217687,0.004816723266893069
0.998,0.9963031423290203,1.0,0.9979996779388083,0.86,0.9290220820189274,0.8611111111111112,0.8624764261143919,0.86,0.9290220820189274,0.8611111111111112,0.8624764261143919
0.989,0.983358547655068,1.0,0.9889583395606452,0.776,0.6910197869101978,0.9557894736842105,0.7705231961700671,0.797,0.700589970501475,1.0,0.7905438919670568
1.0,1.0,1.0,1.0,0.518,0.518,1.0,0.35352305665349143,0.518,0.518,1.0,0.35352305665349143
0.999,0.9986893840104849,1.0,0.9989992752372736,0.994,1.0,0.9914529914529915,0.9940170247957452,0.994,1.0,0.9914529914529915,0.9940170247957452
0.999,1.0,0.998211091234347,0.9990001186238416,0.983,1.0,0.8454545454545455,0.9823685891373418,0.999,1.0,0.990909090909091,0.9989979976361337
0.982,0.9811023622047244,0.9904610492845787,0.9819693519537698,0.249,0.25333333333333335,0.49868766404199477,0.2120635444869404,0.37,0.3725690890481064,0.9553805774278216,0.21581751613835629
0.997,0.9948979591836735,1.0,0.9969983949628429,0.022,0.041237113402061855,0.0375234521575985,0.02284526586614063,0.102,0.17699115044247787,0.18761726078799248,0.09915656363717139
0.978,0.9797421731123389,0.9797421731123389,0.978,0.655,0.9438040345821326,0.6815816857440167,0.7606706948640484,0.655,0.9438040345821326,0.6815816857440167,0.7606706948640484
0.895,0.8232189973614775,0.8914285714285715,0.8958906016778208,0.072,0.001,0.001,0.06192537313432836,0.072,0.001,0.001,0.06192537313432836
0.916,0.9016393442622951,1.0,0.9087894350696992,0.377,0.4280821917808219,0.7545271629778671,0.2746947289431285,0.379,0.4293849658314351,0.7585513078470825,0.27575592727272724
0.873,0.7751937984496124,0.8823529411764706,0.8747607650590888,0.097,0.11884057971014493,0.0640625,0.09300332574829337,0.057,0.003278688524590164,0.0015625,0.03957250683317034
0.999,0.9982788296041308,1.0,0.9989998347156648,0.849,0.7332155477031802,1.0,0.8494333754485369,0.849,0.7332155477031802,1.0,0.8494333754485369
0.995,1.0,0.988399071925754,0.9949963503686893,0.985,0.985,1.0,0.9775566750629724,0.985,0.985,1.0,0.9775566750629724
0.938,0.903125,1.0,0.9371201962044188,0.49,0.28851540616246496,0.9903846153846154,0.5102518925140554,0.491,0.2895104895104895,0.9951923076923077,0.5109893679626505
0.971,0.9713024282560706,0.9649122807017544,0.9709920168918816,0.313,0.26541554959785524,0.193359375,0.3018711256365433,0.284,0.3661417322834646,0.544921875,0.230972940479434
0.996,0.9925233644859813,1.0,0.995998939379939,0.069,0.11237785016286644,0.15164835164835164,0.058737137511693176,0.334,0.039301310043668124,0.01978021978021978,0.2811606143017117
1.0,1.0,1.0,1.0,0.581,0.5227272727272727,0.371824480369515,0.56645948254886,0.813,0.7277777777777777,0.9076212471131639,0.8135406371244638
0.991,0.9860279441117764,0.9959677419354839,0.991000135001215,0.785,1.0,0.6273830155979203,0.7821697436159952,0.785,1.0,0.6273830155979203,0.7821697436159952
0.957,0.9380863039399625,0.9803921568627451,0.9569573942219163,0.012,0.009868421052631578,0.015306122448979591,0.012,0.014,0.001,0.001,0.016788954635108478
0.997,0.9955947136563876,0.9977924944812362,0.9970002814341238,0.532,0.025139664804469275,0.0703125,0.6071925240960908,0.58,0.14039408866995073,0.4453125,0.6495031960390577
